education,sex,hours-per-week,race,age,occupation,marital-status,education-num,fnlwgt,capital-loss,relationship,workclass,capital-gain,income
Bachelors,Male,55,White,31,Exec-managerial,Married-civ-spouse,13,114937,0,Husband,Self-emp-inc,0,>50K
Some-college,Male,40,White,35,Machine-op-inspct,Never-married,10,147258,1974,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,20,Handlers-cleaners,Never-married,9,451996,0,Own-child,Private,0,<=50K
HS-grad,Female,40,White,36,Exec-managerial,Married-civ-spouse,9,149833,0,Wife,Private,0,<=50K
Some-college,Female,24,White,24,Sales,Never-married,10,211968,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,Black,33,Transport-moving,Married-civ-spouse,10,287908,0,Husband,Private,0,>50K
Some-college,Male,40,White,36,Adm-clerical,Married-civ-spouse,10,166549,0,Husband,Private,0,<=50K
Bachelors,Female,40,White,31,Exec-managerial,Divorced,13,25216,0,Unmarried,Private,0,<=50K
Assoc-acdm,Female,40,White,29,Sales,Divorced,12,286452,0,Unmarried,Private,3418,<=50K
Bachelors,Male,60,White,47,Sales,Married-civ-spouse,13,162034,0,Husband,Private,0,>50K
Doctorate,Male,75,White,30,Prof-specialty,Married-civ-spouse,16,186932,0,Husband,Private,5178,>50K
HS-grad,Male,50,White,34,Farming-fishing,Married-civ-spouse,9,82938,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,23,Machine-op-inspct,Never-married,9,122048,0,Other-relative,Private,0,<=50K
Assoc-voc,Male,40,White,33,Adm-clerical,Divorced,11,118710,0,Not-in-family,Private,0,<=50K
10th,Female,40,White,59,Machine-op-inspct,Divorced,6,243226,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,67,Prof-specialty,Divorced,13,268514,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,26,Machine-op-inspct,Divorced,9,365289,0,Not-in-family,Private,0,<=50K
Bachelors,Male,39,White,24,Adm-clerical,Never-married,13,283757,0,Own-child,Private,0,<=50K
Assoc-voc,Male,40,White,44,Tech-support,Divorced,11,206553,0,Not-in-family,Federal-gov,0,<=50K
HS-grad,Male,40,White,31,Craft-repair,Married-civ-spouse,9,113364,0,Husband,Private,0,>50K
Prof-school,Male,60,White,28,Prof-specialty,Married-civ-spouse,15,328949,0,Husband,Private,0,<=50K
HS-grad,Female,20,White,19,Other-service,Never-married,9,83930,0,Own-child,Private,0,<=50K
Bachelors,Female,40,White,31,Exec-managerial,Married-civ-spouse,13,325355,1902,Wife,Self-emp-not-inc,0,>50K
HS-grad,Female,40,White,20,Adm-clerical,Never-married,9,131852,0,Not-in-family,Private,0,<=50K
HS-grad,Female,15,White,64,Other-service,Divorced,9,119506,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,47,Adm-clerical,Married-civ-spouse,9,100818,0,Wife,State-gov,0,>50K
Some-college,Female,35,White,36,Adm-clerical,Never-married,10,162302,0,Not-in-family,Private,0,<=50K
HS-grad,Male,44,White,48,Craft-repair,Married-civ-spouse,9,182211,0,Husband,Private,0,>50K
HS-grad,Female,35,Black,22,Sales,Never-married,9,141040,0,Own-child,Private,0,<=50K
9th,Male,40,White,56,Adm-clerical,Divorced,5,346033,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,White,22,Adm-clerical,Never-married,10,177125,0,Not-in-family,Private,0,<=50K
Bachelors,Male,99,White,37,Prof-specialty,Married-civ-spouse,13,241174,0,Husband,Private,0,>50K
Bachelors,Female,35,White,57,Prof-specialty,Widowed,13,130532,0,Not-in-family,Local-gov,0,<=50K
Assoc-acdm,Male,50,White,38,Sales,Married-civ-spouse,12,168496,0,Husband,Private,0,>50K
HS-grad,Female,40,Black,34,Machine-op-inspct,Never-married,9,362787,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,38,Exec-managerial,Divorced,10,48123,0,Not-in-family,Federal-gov,0,<=50K
Bachelors,Male,45,White,32,Prof-specialty,Never-married,13,207201,0,Not-in-family,Private,0,>50K
12th,Female,40,Black,29,Other-service,Married-spouse-absent,8,37933,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,56,Machine-op-inspct,Married-civ-spouse,9,33323,0,Husband,Private,0,<=50K
Assoc-voc,Female,35,White,42,Exec-managerial,Married-civ-spouse,11,175943,0,Wife,Private,7298,>50K
HS-grad,Female,33,White,71,Exec-managerial,Widowed,9,229110,0,Other-relative,Local-gov,0,<=50K
11th,Male,40,White,20,Transport-moving,Never-married,7,113511,0,Own-child,Private,0,<=50K
HS-grad,Male,36,White,25,Machine-op-inspct,Never-married,9,333677,0,Own-child,Private,0,<=50K
Some-college,Male,50,White,61,Prof-specialty,Married-civ-spouse,10,115023,0,Husband,Private,0,>50K
Bachelors,Female,40,White,24,Exec-managerial,Married-civ-spouse,13,133586,0,Wife,State-gov,0,<=50K
9th,Female,40,Black,51,Other-service,Never-married,5,91137,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,27,Adm-clerical,Never-married,9,105598,0,Not-in-family,Private,0,<=50K
Some-college,Female,40,White,41,Exec-managerial,Married-civ-spouse,10,352812,1902,Wife,Private,0,>50K
HS-grad,Male,40,White,31,Machine-op-inspct,Divorced,9,204829,0,Not-in-family,Private,0,<=50K
HS-grad,Female,16,Black,39,Priv-house-serv,Divorced,9,247733,0,Unmarried,Private,0,<=50K
Prof-school,Male,40,White,51,Prof-specialty,Married-civ-spouse,15,103257,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Female,40,White,52,Exec-managerial,Never-married,9,178915,0,Unmarried,Private,0,<=50K
Bachelors,Male,40,White,49,Prof-specialty,Married-civ-spouse,13,54260,0,Husband,Private,0,>50K
Some-college,Male,40,White,43,Craft-repair,Married-civ-spouse,10,55395,0,Husband,Private,0,<=50K
Bachelors,Male,60,White,45,Exec-managerial,Married-civ-spouse,13,233511,1977,Husband,Private,0,>50K
HS-grad,Male,40,White,49,Machine-op-inspct,Divorced,9,318331,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,19,Other-service,Never-married,9,195985,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,44,Farming-fishing,Married-civ-spouse,9,38876,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,67,Transport-moving,Married-civ-spouse,9,81413,0,Husband,Self-emp-inc,0,<=50K
Prof-school,Male,45,White,58,Prof-specialty,Married-civ-spouse,15,172618,0,Husband,Private,0,>50K
Bachelors,Male,40,White,36,Prof-specialty,Married-civ-spouse,13,174717,0,Husband,Private,7688,>50K
Doctorate,Male,40,White,61,Prof-specialty,Married-civ-spouse,16,423297,0,Husband,Private,0,>50K
7th-8th,Female,40,Black,55,Other-service,Never-married,4,88856,0,Unmarried,Local-gov,0,<=50K
HS-grad,Male,40,White,35,Adm-clerical,Never-married,9,39207,0,Not-in-family,Federal-gov,0,<=50K
10th,Female,38,Black,35,Other-service,Never-married,6,340018,0,Unmarried,Private,0,<=50K
Some-college,Female,10,White,20,Adm-clerical,Never-married,10,30796,0,Own-child,State-gov,0,<=50K
HS-grad,Female,40,Black,51,Adm-clerical,Married-civ-spouse,9,155403,0,Wife,Private,0,<=50K
Bachelors,Male,40,White,23,Prof-specialty,Never-married,13,238092,0,Own-child,Private,0,<=50K
HS-grad,Male,24,White,39,Farming-fishing,Married-civ-spouse,9,225605,0,Husband,Private,0,<=50K
Some-college,Female,40,White,36,Other-service,Divorced,10,289148,0,Unmarried,Private,0,<=50K
HS-grad,Male,45,White,47,Sales,Married-civ-spouse,9,339863,0,Husband,Private,0,>50K
Bachelors,Male,80,White,27,Sales,Never-married,13,178778,0,Not-in-family,Private,0,>50K
HS-grad,Male,40,White,29,Craft-repair,Married-civ-spouse,9,568490,0,Husband,Private,0,<=50K
Some-college,Male,40,White,21,Protective-serv,Never-married,10,129345,0,Not-in-family,State-gov,0,<=50K
Some-college,Female,20,White,18,Adm-clerical,Never-married,10,447882,0,Not-in-family,Private,0,<=50K
Some-college,Male,20,White,24,Exec-managerial,Never-married,10,314165,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,39,Craft-repair,Married-civ-spouse,9,382859,0,Husband,Federal-gov,0,>50K
Some-college,Male,40,White,51,Exec-managerial,Married-civ-spouse,10,82504,0,Husband,State-gov,0,<=50K
Bachelors,Male,40,White,47,Tech-support,Married-civ-spouse,13,149700,0,Husband,Private,15024,>50K
Some-college,Female,30,White,62,Adm-clerical,Divorced,10,209844,0,Unmarried,Private,0,<=50K
Bachelors,Male,40,White,49,Exec-managerial,Married-civ-spouse,13,62546,0,Husband,Private,0,>50K
11th,Male,40,White,20,Other-service,Married-civ-spouse,7,228686,0,Husband,Private,0,<=50K
Some-college,Male,40,White,24,Sales,Never-married,10,326587,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,25,Exec-managerial,Never-married,9,202091,0,Own-child,Private,0,<=50K
Bachelors,Male,40,White,54,Sales,Married-civ-spouse,13,310774,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,25,Craft-repair,Never-married,9,450246,0,Own-child,Private,0,<=50K
Some-college,Female,55,White,43,Sales,Divorced,10,142444,0,Unmarried,Private,0,>50K
Bachelors,Male,38,White,26,Exec-managerial,Never-married,13,82246,1876,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,24,Handlers-cleaners,Married-civ-spouse,9,192766,0,Husband,Private,0,<=50K
11th,Male,20,Amer-Indian-Eskimo,18,Other-service,Never-married,7,53109,0,Own-child,Private,0,<=50K
HS-grad,Male,25,White,45,Exec-managerial,Married-civ-spouse,9,298130,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Male,40,White,26,Sales,Never-married,13,135645,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,47,Other-service,Never-married,10,265275,0,Own-child,Private,0,<=50K
HS-grad,Male,40,Black,21,Craft-repair,Never-married,9,232719,0,Own-child,Without-pay,0,<=50K
HS-grad,Female,99,White,29,Other-service,Divorced,9,167716,0,Unmarried,Private,0,<=50K
Some-college,Male,15,White,68,Prof-specialty,Married-civ-spouse,10,107627,0,Husband,Private,0,<=50K
Some-college,Male,30,White,28,Exec-managerial,Never-married,10,114053,0,Not-in-family,Self-emp-inc,0,<=50K
HS-grad,Female,40,White,46,Exec-managerial,Married-civ-spouse,9,202560,0,Wife,Private,0,>50K
HS-grad,Female,48,Black,35,Transport-moving,Separated,9,219902,0,Unmarried,Private,0,<=50K
10th,Male,25,White,50,Craft-repair,Never-married,6,192654,0,Not-in-family,Self-emp-not-inc,0,<=50K
Some-college,Male,40,White,48,Exec-managerial,Divorced,10,238966,0,Not-in-family,Self-emp-inc,0,<=50K
Bachelors,Male,50,White,59,Craft-repair,Married-civ-spouse,13,153484,0,Husband,Private,15024,>50K
Some-college,Male,40,Black,23,Exec-managerial,Never-married,10,161874,0,Own-child,Private,0,<=50K
HS-grad,Female,30,White,53,Sales,Widowed,9,260106,0,Not-in-family,Private,0,<=50K
Masters,Male,40,White,50,Sales,Married-civ-spouse,14,240374,0,Husband,Self-emp-inc,0,>50K
HS-grad,Male,48,Black,52,Machine-op-inspct,Married-civ-spouse,9,176134,0,Husband,Private,0,<=50K
Bachelors,Male,50,White,38,Prof-specialty,Married-civ-spouse,13,186959,0,Husband,Private,0,<=50K
Masters,Male,50,White,43,Exec-managerial,Married-civ-spouse,14,456236,0,Husband,Private,0,>50K
Bachelors,Female,32,White,35,Other-service,Married-civ-spouse,13,98948,0,Wife,Private,0,<=50K
Prof-school,Male,50,White,41,Exec-managerial,Married-civ-spouse,15,166662,0,Husband,Private,0,>50K
Some-college,Male,40,White,22,Sales,Never-married,10,448626,0,Own-child,Private,0,<=50K
HS-grad,Male,60,White,39,Other-service,Married-civ-spouse,9,167482,0,Husband,Private,0,>50K
Masters,Male,40,White,45,Sales,Married-civ-spouse,14,189792,0,Husband,Private,0,>50K
9th,Female,42,White,31,Farming-fishing,Married-civ-spouse,5,399052,0,Wife,Private,0,<=50K
Bachelors,Male,40,White,40,Prof-specialty,Married-civ-spouse,13,104196,1887,Husband,Private,0,>50K
5th-6th,Male,20,White,47,Transport-moving,Married-civ-spouse,3,152752,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Male,60,White,53,Sales,Married-civ-spouse,13,148532,0,Husband,Self-emp-inc,0,>50K
Bachelors,Male,52,Black,33,Tech-support,Never-married,13,281784,1564,Not-in-family,Local-gov,0,>50K
Bachelors,Female,20,White,24,Adm-clerical,Never-married,13,225724,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,34,Other-service,Never-married,10,200192,0,Not-in-family,Private,0,<=50K
HS-grad,Male,50,White,46,Sales,Married-civ-spouse,9,170850,0,Husband,Self-emp-inc,0,>50K
Some-college,Male,60,White,29,Protective-serv,Married-civ-spouse,10,224858,0,Husband,Federal-gov,0,<=50K
11th,Female,32,White,61,Other-service,Widowed,7,159908,0,Unmarried,State-gov,0,>50K
HS-grad,Male,40,White,31,Farming-fishing,Married-civ-spouse,9,115488,0,Husband,Private,0,<=50K
HS-grad,Male,40,Black,29,Tech-support,Married-spouse-absent,9,1268339,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,42,Craft-repair,Separated,9,195755,0,Unmarried,Private,0,<=50K
Some-college,Male,40,White,50,Exec-managerial,Married-civ-spouse,10,186272,0,Husband,Federal-gov,0,<=50K
HS-grad,Female,40,White,34,Adm-clerical,Divorced,9,181388,0,Not-in-family,Private,0,<=50K
7th-8th,Male,40,White,39,Transport-moving,Married-civ-spouse,4,177181,0,Husband,Private,0,<=50K
1st-4th,Male,20,Black,74,Transport-moving,Married-civ-spouse,2,91488,0,Husband,Private,0,<=50K
Some-college,Male,40,White,40,Sales,Married-civ-spouse,10,230961,0,Husband,Private,0,<=50K
Prof-school,Male,50,White,75,Prof-specialty,Married-civ-spouse,15,309955,2174,Husband,Self-emp-not-inc,0,>50K
Bachelors,Female,40,White,40,Prof-specialty,Married-civ-spouse,13,63042,0,Wife,Local-gov,0,>50K
11th,Male,40,White,36,Craft-repair,Married-civ-spouse,7,29814,0,Husband,Private,0,<=50K
Bachelors,Female,40,White,28,Exec-managerial,Married-civ-spouse,13,191088,0,Wife,Private,0,>50K
Some-college,Female,18,White,19,Adm-clerical,Never-married,10,63814,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Female,32,Black,36,Other-service,Separated,12,285865,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,50,Adm-clerical,Divorced,10,299831,880,Unmarried,Federal-gov,0,<=50K
Assoc-acdm,Female,40,Black,47,Prof-specialty,Married-civ-spouse,12,162741,0,Wife,Private,15024,>50K
HS-grad,Male,40,White,60,Craft-repair,Divorced,9,171315,0,Not-in-family,Self-emp-inc,0,<=50K
Masters,Male,30,Black,30,Prof-specialty,Never-married,14,296462,0,Not-in-family,Private,0,<=50K
Bachelors,Male,50,White,32,Exec-managerial,Married-civ-spouse,13,103860,0,Husband,Private,0,>50K
Masters,Female,35,White,45,Prof-specialty,Married-civ-spouse,14,159816,1977,Wife,Local-gov,0,>50K
Some-college,Male,40,White,51,Tech-support,Married-civ-spouse,10,96586,0,Husband,Private,0,>50K
Assoc-acdm,Female,50,White,32,Machine-op-inspct,Divorced,12,294121,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,Black,31,Exec-managerial,Divorced,9,234387,0,Unmarried,Private,0,<=50K
Bachelors,Female,20,White,58,Other-service,Divorced,13,154537,0,Not-in-family,Self-emp-not-inc,0,<=50K
Assoc-acdm,Male,60,White,32,Exec-managerial,Married-civ-spouse,12,125856,0,Husband,Private,0,>50K
Bachelors,Male,40,White,32,Prof-specialty,Never-married,13,156015,0,Not-in-family,Private,0,<=50K
Bachelors,Male,80,White,40,Sales,Divorced,13,116632,0,Own-child,Private,0,<=50K
Bachelors,Male,55,White,50,Exec-managerial,Married-civ-spouse,13,124963,0,Husband,Private,99999,>50K
10th,Male,40,White,38,Machine-op-inspct,Separated,6,115215,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,30,Machine-op-inspct,Married-civ-spouse,9,254905,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,21,Adm-clerical,Never-married,9,195532,0,Unmarried,Private,0,<=50K
Bachelors,Female,40,White,28,Prof-specialty,Never-married,13,190067,1564,Own-child,Private,0,>50K
Assoc-acdm,Female,36,White,32,Prof-specialty,Divorced,12,203674,880,Unmarried,Private,0,<=50K
HS-grad,Male,45,White,25,Sales,Never-married,9,322585,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,59,Tech-support,Married-civ-spouse,10,246262,0,Husband,Private,0,>50K
Some-college,Male,40,White,49,Craft-repair,Never-married,10,139268,0,Own-child,Private,0,<=50K
Bachelors,Male,40,White,36,Exec-managerial,Never-married,13,188540,0,Not-in-family,Private,0,<=50K
Some-college,Female,30,White,46,Priv-house-serv,Divorced,10,94809,0,Unmarried,Private,0,<=50K
Prof-school,Male,60,White,37,Prof-specialty,Married-civ-spouse,15,265038,0,Husband,Local-gov,0,>50K
Bachelors,Male,40,Black,48,Sales,Married-civ-spouse,13,182566,0,Husband,Private,0,>50K
Some-college,Male,44,White,43,Other-service,Married-civ-spouse,10,220109,1672,Husband,Private,0,<=50K
HS-grad,Male,40,White,41,Exec-managerial,Married-civ-spouse,9,208470,0,Husband,Private,0,>50K
HS-grad,Male,40,White,54,Sales,Married-civ-spouse,9,28683,0,Husband,Private,3464,<=50K
Some-college,Female,4,White,36,Exec-managerial,Divorced,10,233571,0,Not-in-family,Private,0,<=50K
Bachelors,Female,40,Other,29,Other-service,Divorced,13,24562,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,66,Craft-repair,Married-civ-spouse,9,36364,2267,Husband,Local-gov,0,<=50K
Prof-school,Male,50,White,59,Prof-specialty,Never-married,15,168569,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,62,Exec-managerial,Married-civ-spouse,13,167098,0,Husband,Private,0,>50K
Bachelors,Male,45,White,28,Sales,Married-civ-spouse,13,191355,0,Husband,Private,0,>50K
Bachelors,Male,60,White,27,Machine-op-inspct,Married-civ-spouse,13,31659,1887,Husband,Private,0,>50K
HS-grad,Male,40,White,42,Exec-managerial,Married-civ-spouse,9,83411,0,Husband,State-gov,0,>50K
Assoc-voc,Male,46,White,60,Craft-repair,Married-civ-spouse,11,40856,0,Husband,Private,0,>50K
Masters,Male,50,White,58,Prof-specialty,Married-civ-spouse,14,115605,0,Husband,Private,0,>50K
Some-college,Male,40,White,27,Craft-repair,Married-civ-spouse,10,132326,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,45,Craft-repair,Widowed,9,220213,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,50,Craft-repair,Married-civ-spouse,10,172511,0,Husband,Private,0,>50K
Some-college,Male,40,Black,43,Craft-repair,Married-civ-spouse,10,156745,0,Husband,Private,0,<=50K
Prof-school,Male,50,White,39,Exec-managerial,Divorced,15,218916,0,Not-in-family,Private,0,<=50K
Some-college,Male,20,White,21,Adm-clerical,Never-married,10,306114,0,Own-child,Private,0,<=50K
HS-grad,Male,70,Black,24,Handlers-cleaners,Married-civ-spouse,9,196675,0,Husband,Private,0,<=50K
Prof-school,Male,30,White,59,Farming-fishing,Married-civ-spouse,15,73411,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,36,Machine-op-inspct,Married-civ-spouse,9,184659,0,Husband,Private,0,>50K
Some-college,Male,40,White,33,Handlers-cleaners,Divorced,10,172498,0,Own-child,Private,0,<=50K
HS-grad,Female,45,Black,30,Craft-repair,Never-married,9,131588,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,50,White,40,Craft-repair,Divorced,11,124520,0,Unmarried,Private,0,>50K
Some-college,Male,55,White,26,Sales,Married-civ-spouse,10,93806,0,Husband,Self-emp-not-inc,0,<=50K
Assoc-voc,Male,40,Black,37,Adm-clerical,Separated,11,173192,0,Not-in-family,Federal-gov,0,<=50K
Some-college,Female,20,White,68,Transport-moving,Divorced,10,198554,0,Not-in-family,Self-emp-not-inc,0,<=50K
Bachelors,Male,72,White,45,Craft-repair,Married-civ-spouse,13,26502,0,Husband,Private,0,>50K
HS-grad,Male,40,White,56,Prof-specialty,Married-civ-spouse,9,225267,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,36,Adm-clerical,Never-married,9,150042,0,Own-child,Private,0,<=50K
Bachelors,Male,50,White,50,Exec-managerial,Married-civ-spouse,13,211319,0,Husband,Private,7298,>50K
Assoc-voc,Male,40,White,38,Sales,Married-civ-spouse,11,208358,0,Husband,Private,0,<=50K
Bachelors,Male,41,White,29,Sales,Married-civ-spouse,13,58115,0,Husband,Private,0,<=50K
HS-grad,Female,28,White,28,Other-service,Never-married,9,219267,0,Unmarried,Private,0,<=50K
Some-college,Male,50,White,39,Adm-clerical,Married-civ-spouse,10,129573,0,Husband,Federal-gov,0,<=50K
Bachelors,Male,40,White,26,Protective-serv,Never-married,13,27834,0,Not-in-family,Local-gov,0,<=50K
Some-college,Male,65,White,52,Exec-managerial,Divorced,10,415037,0,Not-in-family,Self-emp-inc,0,>50K
Bachelors,Male,40,White,52,Farming-fishing,Divorced,13,191529,0,Not-in-family,Private,0,<=50K
